Text,Actual HS,Predicted HS
loh gaji anggota dpr kok apbn sah nggak tau,0,1
saracen narkoba jakarta kalo pimpin anies,1,1
memframing olah kitab suci milik umat islam umat demo nyalahain rocky trus cebong nonton demo tipi kitab sucibusuk,1,1
emang cebong nggak dungu,1,1
deklarasi pilkada aman anti hoax jabon,0,0
insom my life malam susah tidur pagi susah bangun,0,0
geblek ya lu udah jam gin ajak canda kerja mikirin detail,1,1
sy lbh suka spiritual dr agama mas cinta hindu islam katolik budha,0,0
ngewe bae,0,0
mayoritas warga jokowi presiden klikrmol survei,0,0
ah kaga weekend tai emang,0,0
yg jablay,0,0
udah pokok kalo fisik gausah dipake canda bentuk bulet sipit kulit gelap udah gausah the boys are perfect the way they are,0,0
klop prabowo berontak koruptor,1,1
monyet langka ekor kukang selamat diperjualbelikan via online nn,0,0
km ga up date berita jokowi tdk bs bbrp proyek alias mangkrak usia perintah msh umur jag,0,1
karakter kartun deskripsi karakter luhan monyet dragon milik adil xd,0,0
masyarakat tionghoa pancasialis dr jowo cm nggak terekpos aja contoh nyata kwik ekonom ustadz felix siauw,1,1
ahok hrs bebas korbansasaran lengser jokowitujuan ahir neg syariah momenum fatwa muidiikuti demo radikal,1,1
alamak jumpa gambar salah orang pimpin juang melayu islam umno bn pulak nasib clubbing kat tangan tu gambar pimpin bn nak,0,0
menhindar munafik sadar,0,0
nama sipit,0,0
mampus,0,1
jempol bacot,0,1
kenal erti orang bajing hati asa,0,0
indeks demokrasi turun pegimana indeks komunispki otoritarianisme,1,1
coba deh mbatanya om m taufik aseng nya brp pilkada dki om taufik tuh aseng daerah jakarta utara kmrn kampanye jug,0,0
henti konsumen wisata haji umoh tipu podusen wisata jiarah indonesia,1,0
klien tangan kuchat,0,0
kalo catat menantu sinting lakban laki banget lakban definisi df,0,0
bikin rusuh negara usaha tambang asing masuk,1,0
kampus gue foreigner pake rok pantat dikit aja wkwkw sih gantung dosen yg nentuin pakai,0,0
kalo cacat otak pelihara,1,1
era kapitalisme korporasi tumbuh gigantik kuasa kuat ekonomi lampau negara,0,0
lihat tumpang penuh tka cina tdk bhs indonesia ingris cc,1,0
sitante pamer bokong apam yg sidoi lirik nmmm lumayan,0,0
kampret merah tuh,0,1
grace uap lebar mata sipit sipit hoam iya apaapa kak pulang ya kak ngantuk,0,0
tionghoa kaya putus sekolah dugem,1,1
proyek saracen utk ganjal lantik anies msh teruus temu saracen foto tokoh partai politik,1,1
gua mesti cari nama sekolah gua sosial media sd kristen cendrawasih salah sosial media gua cari tau nama salah temen gua gua inget gua tau cewe gua s,0,0
usir cina kota turun turun anakanak skrg siloam usir usir,1,1
ketua dpr dorong inspirasi kreatif perintah sesuai budaya pancasila,0,0
kyknya kumat lg ya sakit putus molo naikin tarif lg ya kacrut,0,1
syahadat islam bang fahri tuhan allah hu barbar benci kafir saksi muhammad bejad nabi,1,1
hehe kampung ya bah yg suka rezim,0,0
bu guru cebong nyata gitu,1,1
kitab suci agama koh nali,0,0
anut agama buddha ajar agama islam kristen hindu konghucu like her parents agama dunia yg buruk ajar agama yg,0,0
miris tuh cowo anj anj anj anj anj cowo loh sanggup ya mulut ngerumpi gbisa diam kaya congor bebek sampe film nya habis anjiiirr kesal ubun ubun dah tahan dlm hati ga enak jg emosi apalag,1,0
abam pres badar n nuqaba pling boekkk ni hebat dlm bidang agama x tkut nk tgur member sndiri n wat lawak hambar yg pling ingt smpai skrg lawak klau org ckp jom gerak skrg akn gerakkn badan yg chubby tu,0,0
jijik ni hahahahahaahahha kau kena nor hahahahahaahabababba kau karipap kat dapur tepi queen,0,0
ya allah xl gak kampret koneksi,1,1
kaum bani kampret sj reaksi negatif,1,1
duh sableng sarkasme bani onta udah brainwash pake fasilitas fi kasih perintah nyinyit kasih kemudahaan nyinyir ganti presiden capresnya bgtu ga,1,1
bobrok birokrasi anies sandi jabat via,1,1
alhamdulillahkami lbh cerdas n lbh erti lg dgn pki yg uda nga laku n mlai d hembus lg syahwat politik love u islam n love u nusantara,0,0
orang tau tun chedet u turn tau nak pm,0,0
halo hani bani switinnkarena ela akun sedanq sakit syoppinknya iagtltnnkeela nunty cekeu cekeu iannmonggo perkamen suda hani,0,0
cont nal orang asing bicara temu cocok orang buka pintu hati buka bicara hyura relasi cont,0,0
rak lo tau temen temen lo pinter ga kayak lo bloon bego begoin ga mempan,1,1
amin rais himbau masyarakat salah pilih pimpin,0,0
kuak strategi kampanye tim menang anies sandi,1,1
usir cina karna jokowiradikal usir cina karna generasi bangsa mental rusak tumbangkanjokowi,1,1
doa moga kabul daerah serbu tka aseng gawattt,1,0
umat katolik nyimak banget informasi amp ajar tulisantulisan mas tsb share wa amp yg non muslimnnterima,0,0
aja lu kampret,1,1
perut onta,0,1
presiden jokowi tinjau bijb majalengka jakarta sumatera headline presiden joko widodo selasa tolak tuju kabupaten majalengka jawa barat tinjau bandara internasional jawa,0,0
sebwah ubah titit mentol,0,0
specheslah hasil pilih kepala daerah dki aniessandi menang sara,1,1
khianat uud angket tu nya kesini ngena lengser jokowi,1,1
udh ky kntl,0,0
gue kelompok tujuh gue fakultas ekonomi gue yg nonmuslim gue pergi abdi kab sukabumi kaki gunung pangrango gue udah cek gereja katolik menit desa gue,0,0
akibat putus cinta sahabat diewe yg lubang rapet bool drpd memek,0,0
hahahaha kau bom komen weyh,0,0
heran deh yaa gak capek larilari pikir,0,0
mata buta lihat alam maya hati buta terima cahaya alam,0,0
becanda hye sumpa da kirimin bom nuklir,0,0
inget pura pura sakit biar diperhatiin alias anjing bangsat sakit beneran brengsek,0,1
udah uts analisa struktur tementemen ubah budek purapura bolot,0,0
onta mati klo minum,1,1
reformasi birokrasi pemprov jawa posisi tingkat provinsi hasil evaluasi nilai reformasi birokrasi laku kemenpan ri,0,0
nama aja islami laku hadeuh goublog tampang lu sesak woy,1,1
rezim otoriter jokowi pro pki anti pd islam,1,1
jokowi mundur pas,1,1
slma pmimpinnya dungu rkyt gk kn mndptkn kbrkhn,1,1
buka kebusukab kubu anies sandi menang berkah,1,1
fardu kifayah hukum wajib ajar islam pilpres utus kalang santri sokong ulama maju pimpin negeri,0,0
dgn uu bang,0,0
titit mu,0,0
mrk slh tulis slh aja bu nmkst nya cebong muda kampung,1,1
gubernur jatim target jembatan widang selesai lebaran,0,0
franky presiden yg,0,0
mah lsm kampret maju,1,1
ga asing deh tp lupa,0,0
konspirasi yahudi didlmnya ga tau,0,0
sipit gitu nih mesti capslock,0,1
peluk badan lu dr selipin tngan dalem cd lu ngaceng nih gesekin jari bibir memek lu teken klit lu,0,1
gw mah tetep anti cinagara gara gw ngga sipit putih kayak merekawkwkwk,0,0
plagiat lagu kaum kntl,1,1
cawapresnya hr gempar bani oposan nama ya gan nggantiin cebongkampret critanya,1,1
takbir ganyang pki,1,1
wakil gubernur tingkalakunya pakai kaya anak aja orang jabat perintah stres kali ni orang,1,0
ga kntl mas,0,0
nya ngewe,0,0
nenek panggil emak cerita pemuda etnis tionghoa medan bunuh bioskop preman peristiwa persis kayak film joshua oppenheimer rachel hubung pindah emak keluarga jakarta,0,0
yalord bgt critanya inti agens brengsek emang,1,1
cinta buta,0,0
cacat lgbt ruang konon bebas hak hedonisme rancak radiohead,0,0
nonton tgb kritik presiden acara pers nasional tgb santun sakit kamimautgb,0,0
sedih sih vavang tampan mata sipit resign cuman rada neng yg vau vau senang hinggap hidung,0,0
modar jha lu,1,1
bubar kpk fud org sangka kalah ni skrg,1,1
negara maju nyata gin gaji presiden as pegawai perintah,0,0
kafir bahlul,1,1
ajar agama,0,0
daftar capres buka agustus normatif politikus pdip paham,1,0
dirjen mbuat banding posisi tuhan ajar agama,1,0
siapin taplak meja bahu q,0,0
tolong jwb dl yatemen bilangdebat or ksh erti sm cebong kacung percumakrn dungu sm tulang rusukbener,1,1
jelang thn gak ide makan doi kesini aja sob wrung pempek plmbng jln wr supratman senggol budaya tohpati,0,0
jodoh presiden pengantin wanita tajikistan sedih,0,0
lp ayah dah mati bom bunuh sbykamu jgn linglung,0,1
stupid question kalo ngentod gak puasa goblog,1,1
guncang ente dengar ulama zaman usaha hindar orang orang hati tang allah takut perosok ideologi,0,0
rakyat paham hoax nya golong kampret rakyat paham krja perintah dasar sampah lu,1,1
arti percaya quran kitab hukum allah swt buang lukman,1,1
kalo scr geografis iya tpi dlm sepakbola itali msk dlm negara yg sepakbola n ekonomi ny maju blang eropa barat klo eropa timur identified ny dr bekas paham komunis,0,0
perek dimainin memek longrep ya,0,0
larang wakil agen jual reksa dana,0,0
evolusi cupu cool cool nya kyk es gurun,0,0
hahagubernur presiden ane bangga,0,0
lawan usir dubes nyanmar boikot urus dg budha,1,1
iyaa hyung si kunti wkwk,0,0
jahat perang nazi adolf eichmann arsitek solusi nazi cari dunia musnah orangorang yahudi eropa,0,0
bani makan pisang kak han bom lho liat orang kepleset karna kulit pisang trus naroh kulit pisang lantai trus jalan purapura ga liatnlicin nyata kak hannyha,0,0
nama jg agama munafik,1,0
ken pergi antah antah ngilang gitu baur orang asing asing kalo,0,0
selamat siang masyarakat banten sambut pilkada serentak banten penuh bahagia aman kondusif,0,0
sihhh segitu sipit,0,0
amin rasisnada daninada ratna si paiiitnada si ontanada si lobang anusnjdi jngan takut wo wonkehabisan obat tenang yh,1,1
uu bosq jan lupa bebas komplot coba,0,1
gimana lae ah bentar aja,1,0
ah bom asjbnjadng,0,0
info kompasiana prabowo turun yahudi ga ya,1,1
bangkai mas,0,0
emang iya corgidan harap jd dj mc aja kalo reality show malas kek jr yg jalan kalo dpt drama yg aja pokok yg ga bikin susah udh tau aron,0,0
china babi china malingn usirchina,1,1
indonesia lihat orang ateis culture shocknnselain anggap tuhan anggap agama batas bebas masyarakat,0,0
menteri de klas otak tumpul bacot congor kambiang gadang,1,1
aneh rezim rakyat udah pintar mas broo terimakasih,0,1
tangkap ustot bajing,1,1
kpk lemah mending dpr bubar,1,1
sayang bangsa jago merasarasa dukung ahok dukung mas anies suci,1,1
ngakunya burik jugapercaya ga,0,1
lu emang udah maho njir,1,1
salah jokowi ahok kafirkafir ateis,1,1
terima kasih bpk presiden yg tlh ideide amp arah kpd dlm proses bangun bandara kertajati bandara indonesia yg rupa hasil kerja perintah pusat pemda bumn amp sw,0,0
masyaallah wkwkwk antek antek muncul wehhh tl ku,0,0
anjir ga gitu jg bloon,1,0
presiden dukuuuuuuung,0,0
bak orang indonesia tu pelabur wujud peluang kerja pelabur jajah ekonomi kesal ubah selagi,0,0
ya zaman sby korupsi jemaah bpk senang,1,1
bloon ah ngakak gue,0,0
presiden publikasi asi games newsidn jokowi indonesia,0,0
berani bilang setia nkri jilbab budaya arab muhammad solat bhs arab kiblat arab,1,1
oi brengsek lo,1,1
dah masal kena kutuk group hahaha kampang nye,0,1
jokowi mundur kursi presiden,1,1
akun siti fatimah amp komen laman diringkes ajaparah amp bejat malu bp moga sehat sabar amp semangat suara,1,1
ekonomi roket hoax,0,0
suka video,0,0
ehh taik bangsat lo omong elo kayak iwan bopeng mo potong leher tni bangsat lo iwan bopeng tni taik lo,1,1
jablay bgt ga sih gua dijualin,0,0
gua benci bgt liat org spoiler avenger yaelahhh sblm avenger kluar laen digituin kaga protes knp br pd protes skrg bacot,1,1
haha susah bicara sm org bloon bloon hati penuh dengki,1,1
bolot wkwkwk tipo,0,0
produksi indonesia presiden joko widodo ritel mall pindah plastik kayak gin pilih belanja super lingkung,0,0
remaja utk asing anak punk dll ajar jalan sunnah otomatis asing,0,0
kalo cari daftar orang yg terima orang akutansi,0,0
dukung spt arb sda adl bejad tabiat kasar masuk org gtgt smoga laknat allah,1,1
salah obyek vital yg aman lemah gedung dpr smg dgn sah uu antiterorisme yg dpr sasar bom bunuh amin doa kabul,0,0
jokowi mending sadar aja turun jabat lengser rakyat malu fpi gak mati,1,1
ejek islam ajar islam salah islam islam,1,1
pagi yg indah seprti memek mu,0,0
asu emg jkw ngaku jk jd presiden sgala urus dki mudah,1,1
aelaah silit kebeler ngapa dikasianin org sayang paknsetelah sosmed gw sadar bbrapa seitansai kemarinntar gw ceritain duuuhhh,0,0
bijak presiden jokowi yg bikin pns bahagia apartemen khusus pns thr pensiun thr pns pria cuti istri lahir fakta lg yg dusta,0,0
orangorang ajaibyang makan duit siapayang nipu demo pemerintahujungujungnya politisasi turun jokowihaha gila,1,1
suruh mundur aja malu maluin ngarep dukung ulama emang gak parpol dukung ndang bal o,0,1
kabur karna tdk dgn presiden sukarno karna kabinet presiden sukarno pki,0,1
presiden mukenya doang sok rakyat sok asik motor batang bijak mah nyekek rakyat miskin kaum buruh semangaattt,1,1
rezimrepresifantiislam lengser jokowi,1,1
yg ampas makan yg lu makan lh nun,0,0
jilat pantat rijik kaya elu,1,1
titit kakak ipar,0,0
ko km bangsad y,1,1
wajah anak lo kliatan bgt ya penuh dendam benci anak anak lo makan hasil uang haram kayak lo banci rumpi lo ngatain makan tai lo istri anak anak ortu lo makan bangke uang haram,1,1
si otak tempurung mah ga d ladenin smkn d lawan bloon dungu kalo ga gitu ga makan hehe,1,1
indonesia palsu tanah lacur,1,1
kuasa wujud asli tuan jokowi diktator,1,1
edan sih markli ku ngeliatin hp,0,0
tokohperubahan kontribusi nyata maju masyarakat bidang ekonomi budaya sehat,0,0
ganyang pki gedung lbh jakarta,1,1
arab saudi komunis antek pki kriminalisasi ulama,1,1
muke lu monyet,1,1
kampang,1,1
bajar babi ngepet malamncuma pakai lilin gt hemat listrik,0,0
bangke gua udh bangun pagi masuk siang,0,0
profil sdn tikep sdn tikep smpn tikep sman tikep antropologi fakultas ilmu budaya universitas halu oleokota kendari,0,0
sibuk ngewe,0,0
waainingasih tau periode,0,0
wayang golek mar keluarga hina dorna orang suka hadap mar keluarga maaf maaf langsung,0,0
kadin gubernur suka marahmarah pilih,0,0
mata sipit gaenaknnsusah pake eyeliner,0,0
tp true bgt kyuhyun pantai aja pake manset gitu udik dasarnnapalagi jihoon,1,0
ingatttcinakomunisantek aseng skrng rezim,1,1
amrik negara maju contoh demokrasi presiden yg rasialis yg pilih,0,0
henponku cacat,0,0
nnntulisanya sll sudut perintah issue tka cina sdh ga tulis lg semenjak bukti kunjung polewalikalo blom waaah aja yg tulis,0,0
ramai yg cerca sokong hadap hak asasi golong lgbt sekurangkurangnya beliau konsisten juang hak asasi beliau suara tahan tahan muslim uighur ancam hantar pulang negara komunis,0,0
yg tarik dlm hidup dlm tampil orang yg culun skalipun drama komedi,0,0
cari sumber berita bantu kasih link website resmi bangun bandara rencana udah groundbreaking jokowi,0,0
bem ri henti calon jokowi pilpres,0,0
februari masjid istiqlal resmi presiden soeharto rancang masjid asia tenggara karya arsitek friedrich silaban orang kristiani alami gulat batin rancang ibadah umat islam,0,0
lahh dn lu bunda geblek,1,1
gue aja gatau bom nukanya hahahahaha,0,0
gubernur pilih sekarangakan hancur dgn perbuatannyalihat nantiahok no,1,1
perjaka kq jual nsok sok an booking tante idiot njir,1,0
bajar timor lestekarena pribumi milik daulat timor leste etnis cina khianat perompak ahok,1,1
prabowo subianto prabowo subianto rupa anak biologis soemitro djojohadikoesoemo khianat bangsa,1,1
kacau era kacau sdh pd tau diam krna sdh kontrak jongos asing aseng naked,1,1
nalar sehat berfikir buruk puisi tulis orang ulama cinta islam orang ulama rindu islam tumbuh ajar kasih sayang rahmat masyarakat negeri percayag,0,0
salah keberserahdirian menteri agama ekspresi tuhan layan,1,0
sila simak gubernur indonesia temu presiden shalat jumat,0,0
politik bicara islam balut budaya nusantara halagh canda moga sadar aamiin,0,0
rezim emang liat anti islam,1,1
tarik lihat koruptor blbi taipan bina komunis china mitra nya megawati sp,1,1
kali capres goblok bin dungunada provokativ gitu ya kampret percaya heran capresgoblok,1,1
kristen ahok masuk islam tuju identitas ktp administrasi tulis agama islam serah deh hatibatin isi yg ahok agama islam beliau masuk pol,0,0
mari siapsiap bubar dpr,1,1
aja sinting wkwkwk,0,0
dunia film duka aktor kawak deddy sutomo tinggal dunia warta ekonomi,0,0
pas sd gw dikatain cina gitu ya gt gw kesel bgt gilak ya ya sebenernya gw turun cina dikit tp kesel bgt sampe bnr bnr pen nang dah tp gue udh ga lihat sipit ehehe,0,0
lg pake jurus kalajengking ngamuk nsayangnya yg pake jurus dongo,0,0
cina angkat kaki lu istana,1,1
pacare sopo iki suruh ngemut kontol neng eramnnkimcil sange bokep lokal sepong ngentot susu montok,0,0
dasar tri cebong presiden ganti tri agama sontoloyo munafikun,1,1
persib kunyuk,1,0
anak putri langit bisu langit biru milik robot sair,0,0
dukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp t ngak sadar aseng kabur bawa uang dukung pribumi asu mustahil aseng pribumi diam sogok mental kacung emang,1,1
bangga anak pki gebukpki wakwaww,1,0
bangsad pick maksudnyaaa woy mo ngejilat dah anjing,1,1
ayooo serbuuu persekusi nnhina presiden hina ulama tgb kyai said quraish shihab hina rijik persekusi emang rijik nabi,1,1
gue bom baca sampe mager asw mending vn kwkwkwkwkw,0,0
bom bunuh teroris bunuh yg ngaku jihad dukung antek teroris yg bela,0,0
berat orangorangnmunafik shalat isya shalat subuhnbukhari berat lang jamaah isya,0,0
